tick,pitch,X,yaw,Y,Z,steamid,name,label,weapon_name,weapon_type,kill_distance,pitch_delta_at_kill,yaw_delta_at_kill,player_speed
19325,3.5341644,1276.9779,-97.32857,-327.953,-163.96875,76561199418416731,kyousuke,1,ssg08,rifle,293.93219581497783,0.18470764,0.5239105,2.1551526
19326,3.418808,1277.0131,-97.06867,-331.47552,-163.96875,76561199418416731,kyousuke,1,ssg08,rifle,293.93219581497783,0.18470764,0.5239105,2.1551526
19327,3.372467,1277.0054,-96.87813,-335.0453,-163.96875,76561199418416731,kyousuke,1,ssg08,rifle,293.93219581497783,0.18470764,0.5239105,2.1551526
19328,3.372467,1276.9586,-96.80878,-338.6582,-163.96875,76561199418416731,kyousuke,1,ssg08,rifle,293.93219581497783,0.18470764,0.5239105,2.1551526
19329,3.372467,1276.8762,-96.7741,-342.31104,-163.96875,76561199418416731,kyousuke,1,ssg08,rifle,293.93219581497783,0.18470764,0.5239105,2.1551526
19330,3.372467,1276.7611,-96.75659,-346.00024,-163.96875,76561199418416731,kyousuke,1,ssg08,rifle,293.93219581497783,0.18470764,0.5239105,2.1551526
19331,3.372467,1276.616,-96.75659,-349.72308,-163.96875,76561199418416731,kyousuke,1,ssg08,rifle,293.93219581497783,0.18470764,0.5239105,2.1551526
19332,3.372467,1276.443,-96.75659,-353.47687,-163.96875,76561199418416731,kyousuke,1,ssg08,rifle,293.93219581497783,0.18470764,0.5239105,2.1551526
19333,3.372467,1276.2445,-96.75659,-357.2589,-163.96875,76561199418416731,kyousuke,1,ssg08,rifle,293.93219581497783,0.18470764,0.5239105,2.1551526
19334,3.372467,1276.0227,-96.75659,-361.06702,-163.96875,76561199418416731,kyousuke,1,ssg08,rifle,293.93219581497783,0.18470764,0.5239105,2.1551526
19335,3.372467,1275.7793,-96.75659,-364.8988,-163.96875,76561199418416731,kyousuke,1,ssg08,rifle,293.93219581497783,0.18470764,0.5239105,2.1551526
19336,3.372467,1275.5161,-96.75659,-368.7527,-163.96875,76561199418416731,kyousuke,1,ssg08,rifle,293.93219581497783,0.18470764,0.5239105,2.1551526
19337,3.372467,1275.235,-96.75659,-372.6267,-163.96875,76561199418416731,kyousuke,1,ssg08,rifle,293.93219581497783,0.18470764,0.5239105,2.1551526
19338,3.372467,1274.9373,-96.75659,-376.51904,-163.96875,76561199418416731,kyousuke,1,ssg08,rifle,293.93219581497783,0.18470764,0.5239105,2.1551526
19339,3.372467,1274.6261,-96.75659,-380.4129,-163.96875,76561199418416731,kyousuke,1,ssg08,rifle,293.93219581497783,0.18470764,0.5239105,2.1551526
