tick,pitch,X,yaw,Y,Z,steamid,name,label,weapon_name,weapon_type,kill_distance,pitch_delta_at_kill,yaw_delta_at_kill,player_speed
91928,0.5280304,829.5367,152.83838,-2448.381,-415.96875,76561198173700433,aVa,0,m4a1_silencer,rifle,372.5362691656552,0.0,-0.02230835,0.6834169
91929,0.48408508,827.55,152.88266,-2450.1013,-415.96875,76561198173700433,aVa,0,m4a1_silencer,rifle,372.5362691656552,0.0,-0.02230835,0.6834169
91930,0.44013977,825.6941,152.9266,-2451.7483,-415.96875,76561198173700433,aVa,0,m4a1_silencer,rifle,372.5362691656552,0.0,-0.02230835,0.6834169
91931,0.4181671,823.9863,152.94858,-2453.2637,-415.96875,76561198173700433,aVa,0,m4a1_silencer,rifle,372.5362691656552,0.0,-0.02230835,0.6834169
91932,0.3958435,822.4291,152.99252,-2454.6448,-415.96875,76561198173700433,aVa,0,m4a1_silencer,rifle,372.5362691656552,0.0,-0.02230835,0.6834169
91933,0.3958435,821.04834,153.05844,-2455.814,-415.96875,76561198173700433,aVa,0,m4a1_silencer,rifle,372.5362691656552,0.0,-0.02230835,0.6834169
91934,0.4181671,819.84814,153.08041,-2456.7666,-415.96875,76561198173700433,aVa,0,m4a1_silencer,rifle,372.5362691656552,0.0,-0.02230835,0.6834169
91935,0.44013977,818.79736,153.08041,-2457.5403,-415.96875,76561198173700433,aVa,0,m4a1_silencer,rifle,372.5362691656552,0.0,-0.02230835,0.6834169
91936,0.44013977,817.83527,153.05844,-2458.2188,-415.96875,76561198173700433,aVa,0,m4a1_silencer,rifle,372.5362691656552,0.0,-0.02230835,0.6834169
91937,0.44013977,816.9546,153.03647,-2458.8398,-415.96875,76561198173700433,aVa,0,m4a1_silencer,rifle,372.5362691656552,0.0,-0.02230835,0.6834169
91938,0.44013977,816.1775,153.0145,-2459.388,-415.96875,76561198173700433,aVa,0,m4a1_silencer,rifle,372.5362691656552,0.0,-0.02230835,0.6834169
91939,0.46211243,815.4834,152.97055,-2459.8774,-415.96875,76561198173700433,aVa,0,m4a1_silencer,rifle,372.5362691656552,0.0,-0.02230835,0.6834169
91940,0.46211243,814.8723,152.90463,-2460.3083,-415.96875,76561198173700433,aVa,0,m4a1_silencer,rifle,372.5362691656552,0.0,-0.02230835,0.6834169
91941,0.48408508,814.34424,152.83838,-2460.6807,-415.96875,76561198173700433,aVa,0,m4a1_silencer,rifle,372.5362691656552,0.0,-0.02230835,0.6834169
91942,0.5719757,813.8992,152.72852,-2460.9944,-415.96875,76561198173700433,aVa,0,m4a1_silencer,rifle,372.5362691656552,0.0,-0.02230835,0.6834169
91943,0.7041626,813.5371,152.64062,-2461.2495,-415.96875,76561198173700433,aVa,0,m4a1_silencer,rifle,372.5362691656552,0.0,-0.02230835,0.6834169
91944,0.87994385,813.3078,152.5304,-2461.3489,-415.96875,76561198173700433,aVa,0,m4a1_silencer,rifle,372.5362691656552,0.0,-0.02230835,0.6834169
91945,1.0340881,813.22394,152.46448,-2461.3076,-415.96875,76561198173700433,aVa,0,m4a1_silencer,rifle,372.5362691656552,0.0,-0.02230835,0.6834169
91946,1.1439514,813.2725,152.4425,-2461.2144,-415.96875,76561198173700433,aVa,0,m4a1_silencer,rifle,372.5362691656552,0.0,-0.02230835,0.6834169
91947,1.2980957,813.30493,152.42053,-2461.1523,-415.96875,76561198173700433,aVa,0,m4a1_silencer,rifle,372.5362691656552,0.0,-0.02230835,0.6834169
91948,1.3859863,813.3101,152.39856,-2461.1423,-415.96875,76561198173700433,aVa,0,m4a1_silencer,rifle,372.5362691656552,0.0,-0.02230835,0.6834169
91949,1.473877,813.3101,152.3323,-2461.1423,-415.96875,76561198173700433,aVa,0,m4a1_silencer,rifle,372.5362691656552,0.0,-0.02230835,0.6834169
91950,1.5621185,813.3101,152.24442,-2461.1423,-415.96875,76561198173700433,aVa,0,m4a1_silencer,rifle,372.5362691656552,0.0,-0.02230835,0.6834169
91951,1.6500092,813.3101,152.1785,-2461.1423,-415.96875,76561198173700433,aVa,0,m4a1_silencer,rifle,372.5362691656552,0.0,-0.02230835,0.6834169
91952,1.7598724,813.3101,152.15652,-2461.1423,-415.96875,76561198173700433,aVa,0,m4a1_silencer,rifle,372.5362691656552,0.0,-0.02230835,0.6834169
91953,1.848114,813.3101,152.11224,-2461.1423,-415.96875,76561198173700433,aVa,0,m4a1_silencer,rifle,372.5362691656552,0.0,-0.02230835,0.6834169
91954,1.9579773,813.3101,152.11224,-2461.1423,-415.96875,76561198173700433,aVa,0,m4a1_silencer,rifle,372.5362691656552,0.0,-0.02230835,0.6834169
91955,2.0681763,813.3101,152.09027,-2461.1423,-415.96875,76561198173700433,aVa,0,m4a1_silencer,rifle,372.5362691656552,0.0,-0.02230835,0.6834169
91956,2.2439575,813.3101,152.02435,-2461.1423,-415.96875,76561198173700433,aVa,0,m4a1_silencer,rifle,372.5362691656552,0.0,-0.02230835,0.6834169
91957,2.507965,813.3101,151.93646,-2461.1423,-415.96875,76561198173700433,aVa,0,m4a1_silencer,rifle,372.5362691656552,0.0,-0.02230835,0.6834169
91958,2.837906,813.3101,151.8482,-2461.1423,-415.96875,76561198173700433,aVa,0,m4a1_silencer,rifle,372.5362691656552,0.0,-0.02230835,0.6834169
91959,3.1681824,813.3101,151.76031,-2461.1423,-415.96875,76561198173700433,aVa,0,m4a1_silencer,rifle,372.5362691656552,0.0,-0.02230835,0.6834169
91960,3.5859985,813.3101,151.6944,-2461.1423,-415.96875,76561198173700433,aVa,0,m4a1_silencer,rifle,372.5362691656552,0.0,-0.02230835,0.6834169
91961,3.8280487,813.3101,151.62848,-2461.1423,-415.96875,76561198173700433,aVa,0,m4a1_silencer,rifle,372.5362691656552,0.0,-0.02230835,0.6834169
91962,4.0261536,813.3101,151.5842,-2461.1423,-415.96875,76561198173700433,aVa,0,m4a1_silencer,rifle,372.5362691656552,0.0,-0.02230835,0.6834169
91963,4.0920715,813.3101,151.54025,-2461.1423,-415.96875,76561198173700433,aVa,0,m4a1_silencer,rifle,372.5362691656552,0.0,-0.02230835,0.6834169
91964,4.136017,813.3101,151.51828,-2461.1423,-415.96875,76561198173700433,aVa,0,m4a1_silencer,rifle,372.5362691656552,0.0,-0.02230835,0.6834169
91965,4.136017,813.3101,151.51828,-2461.1423,-415.96875,76561198173700433,aVa,0,m4a1_silencer,rifle,372.5362691656552,0.0,-0.02230835,0.6834169
91966,4.136017,813.3101,151.51828,-2461.1423,-415.96875,76561198173700433,aVa,0,m4a1_silencer,rifle,372.5362691656552,0.0,-0.02230835,0.6834169
91967,4.179962,813.3101,151.51828,-2461.1423,-415.96875,76561198173700433,aVa,0,m4a1_silencer,rifle,372.5362691656552,0.0,-0.02230835,0.6834169
91968,4.290161,813.3101,151.47433,-2461.1423,-415.96875,76561198173700433,aVa,0,m4a1_silencer,rifle,372.5362691656552,0.0,-0.02230835,0.6834169
91969,4.4659424,813.3101,151.40842,-2461.1423,-415.96875,76561198173700433,aVa,0,m4a1_silencer,rifle,372.5362691656552,0.0,-0.02230835,0.6834169
91970,4.598114,813.3101,151.38644,-2461.1423,-415.96875,76561198173700433,aVa,0,m4a1_silencer,rifle,372.5362691656552,0.0,-0.02230835,0.6834169
91971,4.840164,813.3101,151.36414,-2461.1423,-415.96875,76561198173700433,aVa,0,m4a1_silencer,rifle,372.5362691656552,0.0,-0.02230835,0.6834169
91972,5.0159454,813.3101,151.34216,-2461.1423,-415.96875,76561198173700433,aVa,0,m4a1_silencer,rifle,372.5362691656552,0.0,-0.02230835,0.6834169
91973,5.170105,813.3101,151.34216,-2461.1423,-415.96875,76561198173700433,aVa,0,m4a1_silencer,rifle,372.5362691656552,0.0,-0.02230835,0.6834169
91974,5.2799683,813.3101,151.34216,-2461.1423,-415.96875,76561198173700433,aVa,0,m4a1_silencer,rifle,372.5362691656552,0.0,-0.02230835,0.6834169
91975,5.345886,813.3422,151.34216,-2461.0837,-415.96875,76561198173700433,aVa,0,m4a1_silencer,rifle,372.5362691656552,0.0,-0.02230835,0.6834169
91976,5.41214,813.40045,151.34216,-2460.977,-415.96875,76561198173700433,aVa,0,m4a1_silencer,rifle,372.5362691656552,0.0,-0.02230835,0.6834169
91977,5.5000305,813.4658,151.36414,-2460.8574,-415.96875,76561198173700433,aVa,0,m4a1_silencer,rifle,372.5362691656552,0.0,-0.02230835,0.6834169
91978,5.5659485,813.5321,151.36414,-2460.7358,-415.96875,76561198173700433,aVa,0,m4a1_silencer,rifle,372.5362691656552,0.0,-0.02230835,0.6834169
91979,5.6318665,813.55646,151.38644,-2460.6912,-415.96875,76561198173700433,aVa,0,m4a1_silencer,rifle,372.5362691656552,0.0,-0.02230835,0.6834169
91980,5.69812,813.55646,151.43039,-2460.6912,-415.96875,76561198173700433,aVa,0,m4a1_silencer,rifle,372.5362691656552,0.0,-0.02230835,0.6834169
91981,5.764038,813.55646,151.45236,-2460.6912,-415.96875,76561198173700433,aVa,0,m4a1_silencer,rifle,372.5362691656552,0.0,-0.02230835,0.6834169
91982,5.8079834,813.55646,151.47433,-2460.6912,-415.96875,76561198173700433,aVa,0,m4a1_silencer,rifle,372.5362691656552,0.0,-0.02230835,0.6834169
91983,5.829956,813.55646,151.4963,-2460.6912,-415.96875,76561198173700433,aVa,0,m4a1_silencer,rifle,372.5362691656552,0.0,-0.02230835,0.6834169
91984,5.8519287,813.6027,151.51828,-2460.606,-415.96875,76561198173700433,aVa,0,m4a1_silencer,rifle,372.5362691656552,0.0,-0.02230835,0.6834169
91985,5.895874,813.66223,151.54025,-2460.4963,-415.96875,76561198173700433,aVa,0,m4a1_silencer,rifle,372.5362691656552,0.0,-0.02230835,0.6834169
91986,5.9401703,813.7281,151.56223,-2460.3748,-415.96875,76561198173700433,aVa,0,m4a1_silencer,rifle,372.5362691656552,0.0,-0.02230835,0.6834169
91987,6.0060883,813.79987,151.5842,-2460.242,-415.96875,76561198173700433,aVa,0,m4a1_silencer,rifle,372.5362691656552,0.0,-0.02230835,0.6834169
91988,6.137924,813.8776,151.62848,-2460.0981,-415.96875,76561198173700433,aVa,0,m4a1_silencer,rifle,372.5362691656552,0.0,-0.02230835,0.6834169
91989,6.226166,813.96124,151.6944,-2459.943,-415.96875,76561198173700433,aVa,0,m4a1_silencer,rifle,372.5362691656552,0.0,-0.02230835,0.6834169
