tick,pitch,X,yaw,Y,Z,steamid,name,label,weapon_name,weapon_type,kill_distance,pitch_delta_at_kill,yaw_delta_at_kill,player_speed
71079,0.0,514.7657,2.0719604,-1820.8036,-407.96875,76561198173700433,aVa,0,ak47,rifle,296.92601137917154,-0.043945312,-0.30795288,0.3250551
71080,0.0,516.5114,2.0719604,-1820.7395,-407.96875,76561198173700433,aVa,0,ak47,rifle,296.92601137917154,-0.043945312,-0.30795288,0.3250551
71081,0.0,518.25714,2.0719604,-1820.6754,-407.96875,76561198173700433,aVa,0,ak47,rifle,296.92601137917154,-0.043945312,-0.30795288,0.3250551
71082,0.0,520.00287,2.0719604,-1820.6113,-407.96875,76561198173700433,aVa,0,ak47,rifle,296.92601137917154,-0.043945312,-0.30795288,0.3250551
71083,-0.021972656,521.7486,2.0499878,-1820.5472,-407.96875,76561198173700433,aVa,0,ak47,rifle,296.92601137917154,-0.043945312,-0.30795288,0.3250551
71084,-0.021972656,523.4943,2.0280151,-1820.4833,-407.96875,76561198173700433,aVa,0,ak47,rifle,296.92601137917154,-0.043945312,-0.30795288,0.3250551
71085,-0.021972656,525.24005,2.0280151,-1820.4193,-407.96875,76561198173700433,aVa,0,ak47,rifle,296.92601137917154,-0.043945312,-0.30795288,0.3250551
71086,-0.043945312,526.9858,2.0060425,-1820.3553,-407.96875,76561198173700433,aVa,0,ak47,rifle,296.92601137917154,-0.043945312,-0.30795288,0.3250551
71087,-0.043945312,528.7315,1.9620972,-1820.292,-407.96875,76561198173700433,aVa,0,ak47,rifle,296.92601137917154,-0.043945312,-0.30795288,0.3250551
71088,-0.087890625,530.47723,1.9620972,-1820.229,-407.96875,76561198173700433,aVa,0,ak47,rifle,296.92601137917154,-0.043945312,-0.30795288,0.3250551
71089,-0.13183594,532.22296,1.9620972,-1820.1665,-407.96875,76561198173700433,aVa,0,ak47,rifle,296.92601137917154,-0.043945312,-0.30795288,0.3250551
71090,-0.17611694,533.96875,1.9401245,-1820.1045,-407.96875,76561198173700433,aVa,0,ak47,rifle,296.92601137917154,-0.043945312,-0.30795288,0.3250551
71091,-0.17611694,535.71454,1.9401245,-1820.043,-407.96875,76561198173700433,aVa,0,ak47,rifle,296.92601137917154,-0.043945312,-0.30795288,0.3250551
71092,-0.17611694,537.4603,1.9401245,-1819.9814,-407.96875,76561198173700433,aVa,0,ak47,rifle,296.92601137917154,-0.043945312,-0.30795288,0.3250551
71093,-0.17611694,539.2061,1.9401245,-1819.9199,-407.96875,76561198173700433,aVa,0,ak47,rifle,296.92601137917154,-0.043945312,-0.30795288,0.3250551
71094,-0.17611694,540.9519,1.9401245,-1819.8584,-407.96875,76561198173700433,aVa,0,ak47,rifle,296.92601137917154,-0.043945312,-0.30795288,0.3250551
71095,-0.17611694,542.6977,1.9401245,-1819.7969,-407.96875,76561198173700433,aVa,0,ak47,rifle,296.92601137917154,-0.043945312,-0.30795288,0.3250551
71096,-0.17611694,544.4435,1.9401245,-1819.7354,-407.96875,76561198173700433,aVa,0,ak47,rifle,296.92601137917154,-0.043945312,-0.30795288,0.3250551
71097,-0.17611694,546.1893,1.9401245,-1819.6738,-407.96875,76561198173700433,aVa,0,ak47,rifle,296.92601137917154,-0.043945312,-0.30795288,0.3250551
71098,-0.17611694,547.93506,1.9401245,-1819.6123,-407.96875,76561198173700433,aVa,0,ak47,rifle,296.92601137917154,-0.043945312,-0.30795288,0.3250551
71099,-0.17611694,549.68085,1.9620972,-1819.5507,-407.96875,76561198173700433,aVa,0,ak47,rifle,296.92601137917154,-0.043945312,-0.30795288,0.3250551
71100,-0.17611694,551.42664,1.9620972,-1819.489,-407.96875,76561198173700433,aVa,0,ak47,rifle,296.92601137917154,-0.043945312,-0.30795288,0.3250551
71101,-0.17611694,553.1724,1.9620972,-1819.4274,-407.96875,76561198173700433,aVa,0,ak47,rifle,296.92601137917154,-0.043945312,-0.30795288,0.3250551
71102,-0.17611694,554.9182,1.9620972,-1819.3657,-407.96875,76561198173700433,aVa,0,ak47,rifle,296.92601137917154,-0.043945312,-0.30795288,0.3250551
71103,-0.17611694,556.664,1.9620972,-1819.3041,-407.96875,76561198173700433,aVa,0,ak47,rifle,296.92601137917154,-0.043945312,-0.30795288,0.3250551
71104,-0.17611694,558.4098,1.9620972,-1819.2424,-407.96875,76561198173700433,aVa,0,ak47,rifle,296.92601137917154,-0.043945312,-0.30795288,0.3250551
71105,-0.17611694,560.1556,2.0280151,-1819.1807,-407.96875,76561198173700433,aVa,0,ak47,rifle,296.92601137917154,-0.043945312,-0.30795288,0.3250551
71106,-0.17611694,561.90137,2.0719604,-1819.1188,-407.96875,76561198173700433,aVa,0,ak47,rifle,296.92601137917154,-0.043945312,-0.30795288,0.3250551
71107,-0.17611694,563.6469,2.1378784,-1819.0593,-407.96875,76561198173700433,aVa,0,ak47,rifle,296.92601137917154,-0.043945312,-0.30795288,0.3250551
71108,-0.17611694,565.3788,2.159851,-1819.1221,-407.96875,76561198173700433,aVa,0,ak47,rifle,296.92601137917154,-0.043945312,-0.30795288,0.3250551
71109,-0.1980896,567.0965,2.204132,-1819.3109,-407.96875,76561198173700433,aVa,0,ak47,rifle,296.92601137917154,-0.043945312,-0.30795288,0.3250551
71110,-0.1980896,568.8027,2.2480774,-1819.6028,-407.96875,76561198173700433,aVa,0,ak47,rifle,296.92601137917154,-0.043945312,-0.30795288,0.3250551
71111,-0.1980896,570.4987,2.335968,-1819.9891,-407.96875,76561198173700433,aVa,0,ak47,rifle,296.92601137917154,-0.043945312,-0.30795288,0.3250551
71112,-0.22006226,572.1807,2.4901123,-1820.4608,-407.96875,76561198173700433,aVa,0,ak47,rifle,296.92601137917154,-0.043945312,-0.30795288,0.3250551
71113,-0.22006226,573.8402,2.7318115,-1821.0065,-407.96875,76561198173700433,aVa,0,ak47,rifle,296.92601137917154,-0.043945312,-0.30795288,0.3250551
71114,-0.22006226,575.4766,3.0621033,-1821.6177,-407.96875,76561198173700433,aVa,0,ak47,rifle,296.92601137917154,-0.043945312,-0.30795288,0.3250551
71115,-0.1980896,577.09045,3.501892,-1822.2864,-407.96875,76561198173700433,aVa,0,ak47,rifle,296.92601137917154,-0.043945312,-0.30795288,0.3250551
71116,-0.15414429,578.6827,4.051895,-1823.005,-407.96875,76561198173700433,aVa,0,ak47,rifle,296.92601137917154,-0.043945312,-0.30795288,0.3250551
71117,-0.10986328,580.2548,4.712097,-1823.7665,-407.96875,76561198173700433,aVa,0,ak47,rifle,296.92601137917154,-0.043945312,-0.30795288,0.3250551
71118,-0.06591797,581.8089,5.526123,-1824.5642,-407.96875,76561198173700433,aVa,0,ak47,rifle,296.92601137917154,-0.043945312,-0.30795288,0.3250551
71119,0.0,583.3476,6.581848,-1825.3912,-407.96875,76561198173700433,aVa,0,ak47,rifle,296.92601137917154,-0.043945312,-0.30795288,0.3250551
71120,0.10986328,584.8746,7.857971,-1826.2397,-407.96875,76561198173700433,aVa,0,ak47,rifle,296.92601137917154,-0.043945312,-0.30795288,0.3250551
71121,0.26400757,586.3933,9.50798,-1827.1029,-407.96875,76561198173700433,aVa,0,ak47,rifle,296.92601137917154,-0.043945312,-0.30795288,0.3250551
71122,0.44013977,587.9064,10.872009,-1827.976,-407.96875,76561198173700433,aVa,0,ak47,rifle,296.92601137917154,-0.043945312,-0.30795288,0.3250551
71123,0.615921,589.3523,12.279968,-1828.906,-407.96875,76561198173700433,aVa,0,ak47,rifle,296.92601137917154,-0.043945312,-0.30795288,0.3250551
71124,0.83599854,590.7217,13.336029,-1829.9291,-407.96875,76561198173700433,aVa,0,ak47,rifle,296.92601137917154,-0.043945312,-0.30795288,0.3250551
71125,0.83599854,592.00903,13.401947,-1831.0524,-407.96875,76561198173700433,aVa,0,ak47,rifle,296.92601137917154,-0.043945312,-0.30795288,0.3250551
71126,0.83599854,593.23224,13.401947,-1832.2542,-407.96875,76561198173700433,aVa,0,ak47,rifle,296.92601137917154,-0.043945312,-0.30795288,0.3250551
71127,0.83599854,594.39667,13.401947,-1833.5282,-407.96875,76561198173700433,aVa,0,ak47,rifle,296.92601137917154,-0.043945312,-0.30795288,0.3250551
71128,0.83599854,595.50684,13.401947,-1834.8687,-407.96875,76561198173700433,aVa,0,ak47,rifle,296.92601137917154,-0.043945312,-0.30795288,0.3250551
71129,0.83599854,596.56085,13.401947,-1836.2617,-407.96875,76561198173700433,aVa,0,ak47,rifle,296.92601137917154,-0.043945312,-0.30795288,0.3250551
