tick,pitch,X,yaw,Y,Z,steamid,name,label,weapon_name,weapon_type,kill_distance,pitch_delta_at_kill,yaw_delta_at_kill,player_speed
6325,1.2541504,687.3117,-0.7618408,-1808.0468,-407.96875,76561198173700433,aVa,0,galilar,rifle,580.4985853506215,0.0,0.0,0.3203248
6326,1.2541504,689.05853,-0.7618408,-1808.0322,-407.96875,76561198173700433,aVa,0,galilar,rifle,580.4985853506215,0.0,0.0,0.3203248
6327,1.2541504,690.80536,-0.7618408,-1808.0209,-407.96875,76561198173700433,aVa,0,galilar,rifle,580.4985853506215,0.0,0.0,0.3203248
6328,1.2541504,692.5522,-0.7618408,-1808.0122,-407.96875,76561198173700433,aVa,0,galilar,rifle,580.4985853506215,0.0,0.0,0.3203248
6329,1.2541504,694.2991,-0.7618408,-1808.0062,-407.96875,76561198173700433,aVa,0,galilar,rifle,580.4985853506215,0.0,0.0,0.3203248
6330,1.2541504,696.1926,-0.7618408,-1808.0045,-407.96875,76561198173700433,aVa,0,galilar,rifle,580.4985853506215,0.0,0.0,0.3203248
6331,1.2321777,698.22125,-0.7618408,-1808.0068,-407.96875,76561198173700433,aVa,0,galilar,rifle,580.4985853506215,0.0,0.0,0.3203248
6332,1.1659241,700.37366,-0.7618408,-1808.0127,-407.96875,76561198173700433,aVa,0,galilar,rifle,580.4985853506215,0.0,0.0,0.3203248
6333,1.1000061,702.64,-0.73986816,-1808.0216,-407.96875,76561198173700433,aVa,0,galilar,rifle,580.4985853506215,0.0,0.0,0.3203248
6334,1.0340881,705.0109,-0.69592285,-1808.0334,-407.96875,76561198173700433,aVa,0,galilar,rifle,580.4985853506215,0.0,0.0,0.3203248
6335,1.0121155,707.47784,-0.6080322,-1808.0475,-407.96875,76561198173700433,aVa,0,galilar,rifle,580.4985853506215,0.0,0.0,0.3203248
6336,0.9901428,710.03314,-0.47584534,-1808.0626,-407.96875,76561198173700433,aVa,0,galilar,rifle,580.4985853506215,0.0,0.0,0.3203248
6337,0.96817017,712.6619,-0.3000641,-1808.0801,-407.96875,76561198173700433,aVa,0,galilar,rifle,580.4985853506215,0.0,0.0,0.3203248
6338,0.96817017,715.2809,-0.058013916,-1808.2993,-407.96875,76561198173700433,aVa,0,galilar,rifle,580.4985853506215,0.0,0.0,0.3203248
6339,1.0121155,717.89215,0.40408325,-1808.718,-407.96875,76561198173700433,aVa,0,galilar,rifle,580.4985853506215,0.0,0.0,0.3203248
6340,1.1219788,720.4988,0.9980469,-1809.3032,-407.96875,76561198173700433,aVa,0,galilar,rifle,580.4985853506215,0.0,0.0,0.3203248
6341,1.3200684,723.1048,1.9881897,-1810.0378,-407.96875,76561198173700433,aVa,0,galilar,rifle,580.4985853506215,0.0,0.0,0.3203248
6342,1.5621185,725.71484,3.3079224,-1810.9048,-407.96875,76561198173700433,aVa,0,galilar,rifle,580.4985853506215,0.0,0.0,0.3203248
6343,1.848114,728.3357,5.5079346,-1811.8849,-407.96875,76561198173700433,aVa,0,galilar,rifle,580.4985853506215,0.0,0.0,0.3203248
6344,2.0238953,730.9727,7.5321655,-1812.961,-407.96875,76561198173700433,aVa,0,galilar,rifle,580.4985853506215,0.0,0.0,0.3203248
6345,2.2219849,733.63403,10.743942,-1814.1125,-407.96875,76561198173700433,aVa,0,galilar,rifle,580.4985853506215,0.0,0.0,0.3203248
6346,2.3318481,736.32684,14.087906,-1815.3188,-407.96875,76561198173700433,aVa,0,galilar,rifle,580.4985853506215,0.0,0.0,0.3203248
6347,2.442047,739.05786,17.9599,-1816.5583,-407.96875,76561198173700433,aVa,0,galilar,rifle,580.4985853506215,0.0,0.0,0.3203248
6348,2.5958557,741.8341,22.623932,-1817.807,-407.96875,76561198173700433,aVa,0,galilar,rifle,580.4985853506215,0.0,0.0,0.3203248
6349,2.8159332,744.6465,27.881927,-1819.049,-407.96875,76561198173700433,aVa,0,galilar,rifle,580.4985853506215,0.0,0.0,0.3203248
6350,2.9920654,747.38184,32.084198,-1820.4342,-407.96875,76561198173700433,aVa,0,galilar,rifle,580.4985853506215,0.0,0.0,0.3203248
6351,3.256073,750.06024,37.40811,-1821.9557,-407.96875,76561198173700433,aVa,0,galilar,rifle,580.4985853506215,0.0,0.0,0.3203248
6352,3.4541626,752.7151,42.225952,-1823.5675,-407.96875,76561198173700433,aVa,0,galilar,rifle,580.4985853506215,0.0,0.0,0.3203248
6353,3.5859985,755.364,46.56006,-1825.2471,-407.96875,76561198173700433,aVa,0,galilar,rifle,580.4985853506215,0.0,0.0,0.3203248
6354,3.740158,758.0184,49.772186,-1826.9766,-407.96875,76561198173700433,aVa,0,galilar,rifle,580.4985853506215,0.0,0.0,0.3203248
6355,3.806076,760.6817,51.026,-1828.747,-407.96875,76561198173700433,aVa,0,galilar,rifle,580.4985853506215,0.0,0.0,0.3203248
6356,3.806076,763.3531,51.026,-1830.5549,-407.96875,76561198173700433,aVa,0,galilar,rifle,580.4985853506215,0.0,0.0,0.3203248
6357,3.806076,766.0531,51.026,-1832.3102,-407.96875,76561198173700433,aVa,0,galilar,rifle,580.4985853506215,0.0,0.0,0.3203248
6358,3.806076,768.81946,51.026,-1833.8958,-407.96875,76561198173700433,aVa,0,galilar,rifle,580.4985853506215,0.0,0.0,0.3203248
6359,3.806076,771.66205,51.026,-1835.2864,-407.96875,76561198173700433,aVa,0,galilar,rifle,580.4985853506215,0.0,0.0,0.3203248
6360,3.806076,774.5607,51.026,-1836.5339,-407.96875,76561198173700433,aVa,0,galilar,rifle,580.4985853506215,0.0,0.0,0.3203248
6361,3.806076,777.511,51.026,-1837.6497,-407.96875,76561198173700433,aVa,0,galilar,rifle,580.4985853506215,0.0,0.0,0.3203248
6362,3.806076,780.5088,51.026,-1838.6442,-407.96875,76561198173700433,aVa,0,galilar,rifle,580.4985853506215,0.0,0.0,0.3203248
6363,3.806076,783.5501,51.026,-1839.5275,-407.96875,76561198173700433,aVa,0,galilar,rifle,580.4985853506215,0.0,0.0,0.3203248
6364,3.806076,786.6314,51.026,-1840.3085,-407.96875,76561198173700433,aVa,0,galilar,rifle,580.4985853506215,0.0,0.0,0.3203248
6365,3.806076,789.74945,51.026,-1840.9957,-407.96875,76561198173700433,aVa,0,galilar,rifle,580.4985853506215,0.0,0.0,0.3203248
