tick,pitch,X,yaw,Y,Z,label,kill_distance,pitch_delta_at_kill,yaw_delta_at_kill,player_speed,pitch_velocity,yaw_velocity,pitch_acceleration,yaw_acceleration,pitch_jerk,yaw_jerk,snap_magnitude,speed_rolling_std,speed_rolling_mean,position_delta,position_jumpiness,cumulative_pitch,cumulative_yaw,angle_magnitude,yaw_change_sign,pitch_change_sign,direction_flips,flip_rate,yaw_rolling_std,pitch_rolling_std,yaw_rolling_mean,pitch_rolling_mean,pitch_peaks,yaw_peaks,pitch_mean,pitch_std,pitch_min,pitch_max,pitch_range,pitch_skew,pitch_kurtosis,yaw_mean,yaw_std,yaw_min,yaw_max,yaw_range,yaw_skew,yaw_kurtosis,pitch_velocity_mean,pitch_velocity_std,pitch_velocity_min,pitch_velocity_max,pitch_velocity_range,pitch_velocity_skew,pitch_velocity_kurtosis,yaw_velocity_mean,yaw_velocity_std,yaw_velocity_min,yaw_velocity_max,yaw_velocity_range,yaw_velocity_skew,yaw_velocity_kurtosis,angle_magnitude_mean,angle_magnitude_std,angle_magnitude_min,angle_magnitude_max,angle_magnitude_range,angle_magnitude_skew,angle_magnitude_kurtosis,weapon_grenade,weapon_lmg,weapon_melee,weapon_pistol,weapon_rifle,weapon_shotgun,weapon_smg,weapon_sniper,weapon_unknown
23556,14.599121,921.3605,-86.23375,-1755.5444,-65.9375,1,306.46700059832204,0.1850586,-0.2598877,2.5634685,0.18472299999999997,1.004559999999998,0.09237699999999904,0.24204000000000292,0.09237699999999727,0.466920000000016,0.31904279030445115,0.0,2.5634685,4.2294344539931625,0.03113886043126763,140.97897300000002,-908.3166499999999,1.0214026533786742,1.0,1.0,1,2.0,3.3411706081693042,0.29283077732409346,-90.831665,14.0978973,1,1,8.81498017518,6.49692310973117,-0.43876648,18.133621,18.572387480000003,0.0167871012914745,-1.7055251719949924,-146.35508131,28.74349445282687,-169.9307,-84.25861,85.67209,1.1573996264127817,-0.30143928299291955,-0.04650817605351171,0.14509030285332322,-0.8545379999999998,0.2077019999999994,1.0622399999999992,-2.6186257664615753,10.245018667767964,-0.2400583612040134,0.7275103845615143,-3.031540000000007,1.4378300000000053,4.469370000000012,-0.9818733501953214,1.3139392492831337,0.5334338133457125,0.5699190463641992,0.0,3.031540000000007,3.031540000000007,1.459376907258929,2.2984024631183657,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
23557,14.714813,922.1525,-85.505905,-1759.6392,-66.875,1,306.46700059832204,0.1850586,-0.2598877,2.5634685,0.11569199999999924,0.7278450000000021,-0.06903100000000073,-0.2767149999999958,-0.16140799999999977,-0.5187549999999987,0.31904279030445115,0.0,2.5634685,4.2747581557324015,0.0452292074719877,155.69378600000002,-993.8225549999999,0.7369823491027467,-1.0,-1.0,1,3.0,3.13821874937081,0.3143366453728644,-89.76269549999999,14.1995544,0,0,8.81498017518,6.49692310973117,-0.43876648,18.133621,18.572387480000003,0.0167871012914745,-1.7055251719949924,-146.35508131,28.74349445282687,-169.9307,-84.25861,85.67209,1.1573996264127817,-0.30143928299291955,-0.04650817605351171,0.14509030285332322,-0.8545379999999998,0.2077019999999994,1.0622399999999992,-2.6186257664615753,10.245018667767964,-0.2400583612040134,0.7275103845615143,-3.031540000000007,1.4378300000000053,4.469370000000012,-0.9818733501953214,1.3139392492831337,0.5334338133457125,0.5699190463641992,0.0,3.031540000000007,3.031540000000007,1.459376907258929,2.2984024631183657,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
23558,14.807159,922.9858,-84.93427,-1763.7305,-68.015625,1,306.46700059832204,0.1850586,-0.2598877,2.5634685,0.09234600000000093,0.5716350000000006,-0.023345999999998313,-0.15621000000000151,0.04568500000000242,0.12050499999999431,0.31904279030445115,0.0,2.5634685,4.328296428229417,0.0660037919078759,170.50094500000003,-1078.756825,0.5790460749724505,-1.0,-1.0,0,3.0,2.8956430366194104,0.32724007732117094,-88.7647935,14.3035125,0,0,8.81498017518,6.49692310973117,-0.43876648,18.133621,18.572387480000003,0.0167871012914745,-1.7055251719949924,-146.35508131,28.74349445282687,-169.9307,-84.25861,85.67209,1.1573996264127817,-0.30143928299291955,-0.04650817605351171,0.14509030285332322,-0.8545379999999998,0.2077019999999994,1.0622399999999992,-2.6186257664615753,10.245018667767964,-0.2400583612040134,0.7275103845615143,-3.031540000000007,1.4378300000000053,4.469370000000012,-0.9818733501953214,1.3139392492831337,0.5334338133457125,0.5699190463641992,0.0,3.031540000000007,3.031540000000007,1.459376907258929,2.2984024631183657,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
23559,14.899521,923.84656,-84.553185,-1767.8195,-69.34375,1,306.46700059832204,0.1850586,-0.2598877,2.5634685,0.09236199999999961,0.3810849999999988,1.5999999998683734e-05,-0.19055000000000177,0.023361999999996996,-0.03434000000000026,0.31904279030445115,0.0,2.5634685,4.384603151167302,0.08840929684125001,185.40046600000002,-1163.31001,0.39211798768865347,-1.0,1.0,0,3.0,2.6467864272902264,0.3356869106120551,-87.872566,14.4074706,1,0,8.81498017518,6.49692310973117,-0.43876648,18.133621,18.572387480000003,0.0167871012914745,-1.7055251719949924,-146.35508131,28.74349445282687,-169.9307,-84.25861,85.67209,1.1573996264127817,-0.30143928299291955,-0.04650817605351171,0.14509030285332322,-0.8545379999999998,0.2077019999999994,1.0622399999999992,-2.6186257664615753,10.245018667767964,-0.2400583612040134,0.7275103845615143,-3.031540000000007,1.4378300000000053,4.469370000000012,-0.9818733501953214,1.3139392492831337,0.5334338133457125,0.5699190463641992,0.0,3.031540000000007,3.031540000000007,1.459376907258929,2.2984024631183657,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
23560,14.945862,924.71857,-84.397316,-1771.9075,-70.859375,1,306.46700059832204,0.1850586,-0.2598877,2.5634685,0.046340999999999966,0.1558689999999956,-0.046020999999999646,-0.2252160000000032,-0.04603699999999833,-0.03466600000000142,0.31904279030445115,0.0,2.5634685,4.44626411504364,0.1106704513587558,200.34632800000003,-1247.707326,0.16261191051703017,-1.0,-1.0,0,2.0,2.3659212668896448,0.33302334025044833,-87.0929486,14.5068267,0,0,8.81498017518,6.49692310973117,-0.43876648,18.133621,18.572387480000003,0.0167871012914745,-1.7055251719949924,-146.35508131,28.74349445282687,-169.9307,-84.25861,85.67209,1.1573996264127817,-0.30143928299291955,-0.04650817605351171,0.14509030285332322,-0.8545379999999998,0.2077019999999994,1.0622399999999992,-2.6186257664615753,10.245018667767964,-0.2400583612040134,0.7275103845615143,-3.031540000000007,1.4378300000000053,4.469370000000012,-0.9818733501953214,1.3139392492831337,0.5334338133457125,0.5699190463641992,0.0,3.031540000000007,3.031540000000007,1.459376907258929,2.2984024631183657,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
23561,15.014877,925.59937,-84.27578,-1775.9948,-66.453125,1,306.46700059832204,0.1850586,-0.2598877,2.5634685,0.06901500000000027,0.12153600000000608,0.022674000000000305,-0.03433299999998951,0.06869499999999995,0.19088300000001368,0.31904279030445115,0.0,2.5634685,6.074279298196563,0.5842017534169439,215.36120500000004,-1331.983106,0.1397643356547067,-1.0,1.0,0,2.0,2.0522591565196375,0.32010317762803625,-86.4137876,14.6061507,1,0,8.81498017518,6.49692310973117,-0.43876648,18.133621,18.572387480000003,0.0167871012914745,-1.7055251719949924,-146.35508131,28.74349445282687,-169.9307,-84.25861,85.67209,1.1573996264127817,-0.30143928299291955,-0.04650817605351171,0.14509030285332322,-0.8545379999999998,0.2077019999999994,1.0622399999999992,-2.6186257664615753,10.245018667767964,-0.2400583612040134,0.7275103845615143,-3.031540000000007,1.4378300000000053,4.469370000000012,-0.9818733501953214,1.3139392492831337,0.5334338133457125,0.5699190463641992,0.0,3.031540000000007,3.031540000000007,1.459376907258929,2.2984024631183657,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
23562,15.061218,926.48145,-84.25861,-1780.0818,-62.25,1,306.46700059832204,0.1850586,-0.2598877,2.5634685,0.046340999999999966,0.017169999999993024,-0.022674000000000305,-0.10436600000001306,-0.04534800000000061,-0.07003300000002355,0.31904279030445115,0.0,2.5634685,5.92856592204429,0.7364598980775124,230.42242300000004,-1416.241716,0.04941960320560817,-1.0,-1.0,0,2.0,1.7096979612475454,0.2976470306177545,-85.83861859999999,14.700872700000001,0,0,8.81498017518,6.49692310973117,-0.43876648,18.133621,18.572387480000003,0.0167871012914745,-1.7055251719949924,-146.35508131,28.74349445282687,-169.9307,-84.25861,85.67209,1.1573996264127817,-0.30143928299291955,-0.04650817605351171,0.14509030285332322,-0.8545379999999998,0.2077019999999994,1.0622399999999992,-2.6186257664615753,10.245018667767964,-0.2400583612040134,0.7275103845615143,-3.031540000000007,1.4378300000000053,4.469370000000012,-0.9818733501953214,1.3139392492831337,0.5334338133457125,0.5699190463641992,0.0,3.031540000000007,3.031540000000007,1.459376907258929,2.2984024631183657,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
23563,15.107574,927.3635,-84.27578,-1784.169,-58.234375,1,306.46700059832204,0.1850586,-0.2598877,2.5634685,0.0463559999999994,-0.017169999999993024,1.4999999999432134e-05,-0.03433999999998605,0.022688999999999737,0.07002600000002701,0.31904279030445115,0.0,2.5634685,5.797280412669931,0.8014395826082636,245.52999700000004,-1500.517496,0.049433669052576956,-1.0,1.0,0,2.0,1.3584835535190625,0.2715565132937858,-85.3673736,14.7886595,0,0,8.81498017518,6.49692310973117,-0.43876648,18.133621,18.572387480000003,0.0167871012914745,-1.7055251719949924,-146.35508131,28.74349445282687,-169.9307,-84.25861,85.67209,1.1573996264127817,-0.30143928299291955,-0.04650817605351171,0.14509030285332322,-0.8545379999999998,0.2077019999999994,1.0622399999999992,-2.6186257664615753,10.245018667767964,-0.2400583612040134,0.7275103845615143,-3.031540000000007,1.4378300000000053,4.469370000000012,-0.9818733501953214,1.3139392492831337,0.5334338133457125,0.5699190463641992,0.0,3.031540000000007,3.031540000000007,1.459376907258929,2.2984024631183657,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
23564,15.176575,928.2456,-84.397316,-1788.2561,-54.421875,1,306.46700059832204,0.1850586,-0.2598877,2.5634685,0.06900100000000009,-0.12153600000000608,0.022645000000000692,-0.10436600000001306,0.02263000000000126,-0.07002600000002701,0.31904279030445115,0.0,2.5634685,5.658413476408345,0.8127876768736829,260.70657200000005,-1584.914812,0.13975742304794223,-1.0,1.0,0,2.0,1.0174415576136275,0.2411595551915336,-85.0070222,14.8741118,0,0,8.81498017518,6.49692310973117,-0.43876648,18.133621,18.572387480000003,0.0167871012914745,-1.7055251719949924,-146.35508131,28.74349445282687,-169.9307,-84.25861,85.67209,1.1573996264127817,-0.30143928299291955,-0.04650817605351171,0.14509030285332322,-0.8545379999999998,0.2077019999999994,1.0622399999999992,-2.6186257664615753,10.245018667767964,-0.2400583612040134,0.7275103845615143,-3.031540000000007,1.4378300000000053,4.469370000000012,-0.9818733501953214,1.3139392492831337,0.5334338133457125,0.5699190463641992,0.0,3.031540000000007,3.031540000000007,1.459376907258929,2.2984024631183657,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
23565,15.268936,929.1277,-84.622536,-1792.3433,-50.796875,1,306.46700059832204,0.1850586,-0.2598877,2.5634685,0.09236100000000036,-0.2252199999999931,0.02336000000000027,-0.10368399999998701,0.0007149999999995771,0.0006820000000260507,0.31904279030445115,0.0,2.5634685,5.5338891613402925,0.7876672121410252,275.97550800000005,-1669.537348,0.24342268325075408,-1.0,1.0,0,2.0,0.6499267427168831,0.20948275749580292,-84.7454448,14.9595656,0,0,8.81498017518,6.49692310973117,-0.43876648,18.133621,18.572387480000003,0.0167871012914745,-1.7055251719949924,-146.35508131,28.74349445282687,-169.9307,-84.25861,85.67209,1.1573996264127817,-0.30143928299291955,-0.04650817605351171,0.14509030285332322,-0.8545379999999998,0.2077019999999994,1.0622399999999992,-2.6186257664615753,10.245018667767964,-0.2400583612040134,0.7275103845615143,-3.031540000000007,1.4378300000000053,4.469370000000012,-0.9818733501953214,1.3139392492831337,0.5334338133457125,0.5699190463641992,0.0,3.031540000000007,3.031540000000007,1.459376907258929,2.2984024631183657,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
